tradingsymbol,exchange,instrument_token,isin,product,price,quantity,used_quantity,t1_quantity,realised_quantity,authorised_quantity,authorised_date,authorisation,opening_quantity,short_quantity,collateral_quantity,collateral_type,discrepancy,average_price,last_price,close_price,pnl,day_change,day_change_percentage,source,key,overnight_quantity,multiplier,value,m2m,unrealised,realised,buy_quantity,buy_price,buy_value,buy_m2m,sell_quantity,sell_price,sell_value,sell_m2m,day_buy_quantity,day_buy_price,day_buy_value,day_sell_quantity,day_sell_price,day_sell_value,ltp,open,high,low,close,qty,oPL%,dPL%,avg,Invested,PnL,PL%,Yvalue,dPnL,outqty,in,out,smb_power,fPL%,tPL%
MARIS,BSE,136064772,INE866D01010,CNC,0.0,244,0.0,0.0,244.0,244.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 244}},244.0,0.0,0.0,,False,44.73,36.25,37.0,-2069,-0.75,-2.027027027027027,holdings,BSE:MARIS,,,8845.0,,,,,,,,,,,,,,,,,,36.25,37.0,37.0,35.0,37.0,244,-2.03,-2.03,44.731844,10915,-2070,-18.96,9028.0,-183.0,,,,0.62,1.86,6.86
MARKSANS,NSE,2708225,INE750C01026,CNC,0.0,29,0.0,0.0,29.0,29.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 29}},29.0,0.0,0.0,,False,172.85,159.09,162.04,-399,-2.9499999999999886,-1.8205381387311708,holdings,NSE:MARKSANS,,,4613.61,,,,,,,,,,,,,,,,,,159.09,162.0,162.49,158.56,162.04,29,-1.8,-1.82,172.85,5013,-399,-7.96,4699.16,-85.55,,,,0.14,1.15,4.09
MARUTI,NSE,2815745,INE585B01010,CNC,0.0,1,0.0,0.0,1.0,1.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 1}},1.0,0.0,0.0,,False,12955.0,12178.75,12198.25,-776,-19.5,-0.15985899616748303,holdings,NSE:MARUTI,,,12178.75,,,,,,,,,,,,,,,,,,12178.75,12200.0,12227.3,12010.0,12198.25,1,-0.17,-0.16,12955.0,12955,-776,-5.99,12198.25,-19.5,,,,0.78,2.18,8.92
MASTEK,BSE,134068228,INE759A01021,CNC,0.0,2,0.0,0.0,2.0,2.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 2}},2.0,0.0,0.0,,False,2807.9,2703.55,2685.1,-208,18.450000000000273,0.6871252467319755,holdings,BSE:MASTEK,,,5407.1,,,,,,,,,,,,,,,,,,2703.55,2690.0,2750.85,2683.9,2685.1,2,0.5,0.69,2807.9,5616,-208,-3.7,5370.2,36.9,,,,0.29,1.34,4.65
MAZDA,NSE,4829697,INE885E01034,CNC,0.0,6,0.0,0.0,6.0,6.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 6}},6.0,0.0,0.0,,False,1518.99,1357.9,1381.9,-966,-24.0,-1.7367392720167882,holdings,NSE:MAZDA,,,8147.4,,,,,,,,,,,,,,,,,,1357.9,1398.95,1398.95,1350.0,1381.9,6,-2.93,-1.74,1518.991666,9114,-966,-10.6,8291.4,-144.0,,,,0.16,1.17,4.14
MEDANTA,NSE,3060737,INE474Q01031,CNC,0.0,4,0.0,0.0,4.0,4.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 4}},4.0,0.0,0.0,,False,1414.4,1275.9,1305.55,-554,-29.649999999999864,-2.271073493929751,holdings,NSE:MEDANTA,,,5103.6,,,,,,,,,,,,,,,,,,1275.9,1310.7,1313.0,1270.05,1305.55,4,-2.66,-2.27,1414.4,5658,-554,-9.79,5222.2,-118.6,,,,0.14,1.15,4.09
MERCANTILE,BSE,137969156,INE689O01013,CNC,0.0,0,797.0,0.0,0.0,797.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 797}},797.0,0.0,0.0,,False,31.16,32.05,30.53,0,1.519999999999996,4.9787094660989055,holdings,BSE:MERCANTILE,,,0.0,,,,,,,,,,,,,,,,,,32.05,32.05,32.05,32.05,30.53,0,0.0,4.98,31.159598,0,0,,0.0,0.0,,,,0.5,1.65,5.83
METROBRAND,BSE,139117060,INE317I01021,CNC,0.0,4,0.0,0.0,4.0,4.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 4}},4.0,0.0,0.0,,False,1276.92,1255.0,1228.1,-87,26.90000000000009,2.1903753765980043,holdings,BSE:METROBRAND,,,5020.0,,,,,,,,,,,,,,,,,,1255.0,1228.85,1255.0,1209.95,1228.1,4,2.13,2.19,1276.925,5108,-88,-1.72,4912.4,107.6,,,,1.0,2.72,14.3
MODISONLTD,BSE,129602820,INE737D01021,CNC,0.0,33,0.0,0.0,33.0,33.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 33}},33.0,0.0,0.0,,False,147.45,127.6,125.45,-655,2.1499999999999915,1.713830211239531,holdings,BSE:MODISONLTD,,,4210.8,,,,,,,,,,,,,,,,,,127.6,128.0,129.95,126.0,125.45,33,-0.31,1.71,147.45,4866,-655,-13.46,4139.85,70.95,,,,0.41,1.51,5.25
MRPL,BSE,128027908,INE103A01014,CNC,0.0,24,0.0,0.0,24.0,24.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 24}},24.0,0.0,0.0,,False,246.19,214.45,218.6,-761,-4.150000000000006,-1.8984446477584656,holdings,BSE:MRPL,,,5146.8,,,,,,,,,,,,,,,,,,214.45,217.2,219.5,212.1,218.6,24,-1.27,-1.9,246.191666,5909,-762,-12.9,5246.4,-99.6,,,,0.32,1.38,4.77
NESTLEIND,BSE,128202244,INE239A01024,CNC,0.0,3,0.0,0.0,3.0,3.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 3}},3.0,0.0,0.0,,False,2598.9,2529.1,2534.05,-209,-4.950000000000273,-0.1953394763323641,holdings,BSE:NESTLEIND,,,7587.3,,,,,,,,,,,,,,,,,,2529.1,2532.0,2553.6,2508.1,2534.05,3,-0.11,-0.2,2598.9,7797,-209,-2.68,7602.15,-14.85,,,,0.46,1.58,5.52
NH,BSE,138125060,INE410P01011,CNC,0.0,7,0.0,0.0,7.0,7.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 7}},7.0,0.0,0.0,,False,1340.04,1204.4,1196.45,-949,7.9500000000000455,0.6644657110618952,holdings,BSE:NH,,,8430.8,,,,,,,,,,,,,,,,,,1204.4,1200.75,1234.95,1196.75,1196.45,7,0.3,0.66,1340.042857,9380,-949,-10.12,8375.15,55.65,,,,0.2,1.22,4.28
NYKAA,NSE,1675521,INE388Y01029,CNC,0.0,29,0.0,0.0,29.0,29.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 29}},29.0,0.0,0.0,,False,175.2,176.65,174.68,42,1.9699999999999989,1.1277765056102582,holdings,NSE:NYKAA,,,5122.85,,,,,,,,,,,,,,,,,,176.65,174.9,177.5,172.29,174.68,29,1.0,1.13,175.2,5081,41,0.81,5065.72,57.13,,,,0.84,2.32,10.05
OILCOUNTUB,BSE,128080132,INE591A01010,CNC,0.0,248,0.0,0.0,248.0,248.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 248}},248.0,0.0,0.0,,False,51.27,38.5,39.38,-3166,-0.8800000000000026,-2.2346368715083864,holdings,BSE:OILCOUNTUB,,,9548.0,,,,,,,,,,,,,,,,,,38.5,39.0,39.2,38.5,39.38,248,-1.28,-2.23,51.266935,12714,-3166,-24.9,9766.24,-218.24,,,,0.01,1.01,3.74
OLECTRA,BSE,136304388,INE260D01016,CNC,0.0,5,0.0,0.0,5.0,5.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 5}},5.0,0.0,0.0,,False,1935.06,1781.95,1811.7,-765,-29.75,-1.6421041011204944,holdings,BSE:OLECTRA,,,8909.75,,,,,,,,,,,,,,,,,,1781.95,1820.0,1838.75,1762.8,1811.7,5,-2.09,-1.64,1935.06,9675,-765,-7.91,9058.5,-148.75,,,,0.25,1.28,4.46
PRSMJOHNSN,BSE,128086532,INE010A01011,CNC,0.0,60,0.0,0.0,60.0,60.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 60}},60.0,0.0,0.0,,False,180.94,175.5,169.1,-326,6.400000000000006,3.784742755765823,holdings,BSE:PRSMJOHNSN,,,10530.0,,,,,,,,,,,,,,,,,,175.5,166.25,184.4,166.25,169.1,60,5.56,3.78,180.945,10857,-327,-3.01,10146.0,384.0,,,,0.51,1.67,5.91
PSB,BSE,136523524,INE608A01012,CNC,0.0,154,0.0,0.0,154.0,154.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 154}},154.0,0.0,0.0,,False,64.7,58.95,59.48,-885,-0.529999999999994,-0.891055817081362,holdings,BSE:PSB,,,9078.3,,,,,,,,,,,,,,,,,,58.95,59.99,59.99,58.13,59.48,154,-1.73,-0.89,64.7,9964,-885,-8.88,9159.92,-81.62,,,,0.44,1.55,5.4
PSPPROJECT,NSE,5344513,INE488V01015,CNC,0.0,7,0.0,0.0,7.0,7.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 7}},7.0,0.0,0.0,,False,705.25,679.95,675.25,-177,4.7000000000000455,0.6960385042576891,holdings,NSE:PSPPROJECT,,,4759.65,,,,,,,,,,,,,,,,,,679.95,675.25,687.75,671.05,675.25,7,0.7,0.7,705.25,4937,-177,-3.59,4726.75,32.9,,,,0.53,1.7,6.05
QUANTBUILD,BSE,137880580,INE222B01028,CNC,0.0,2354,0.0,0.0,2354.0,2354.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 2354}},2354.0,0.0,0.0,,False,4.68,3.26,3.26,-3345,0.0,0.0,holdings,BSE:QUANTBUILD,,,7674.04,,,,,,,,,,,,,,,,,,3.26,3.26,3.26,3.1,3.26,2354,0.0,0.0,4.681163,11019,-3344,-30.35,7674.04,0.0,,,,0.94,2.56,12.4
QUESS,NSE,4532225,INE615P01015,CNC,0.0,8,0.0,0.0,8.0,8.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 8}},8.0,0.0,0.0,,False,632.85,603.55,602.4,-234,1.1499999999999773,0.1909030544488674,holdings,NSE:QUESS,,,4828.4,,,,,,,,,,,,,,,,,,603.55,605.3,605.45,591.15,602.4,8,-0.29,0.19,632.85,5063,-234,-4.62,4819.2,9.2,,,,0.87,2.39,10.67
RELIANCE,NSE,738561,INE002A01018,CNC,0.0,0,6.0,0.0,0.0,6.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 6}},6.0,0.0,0.0,,False,2928.98,3061.1,3028.05,0,33.04999999999973,1.0914615016264502,holdings,NSE:RELIANCE,,,0.0,,,,,,,,,,,,,,,,,,3061.1,3027.5,3075.0,3012.0,3028.05,0,1.11,1.09,2928.975,0,0,,0.0,0.0,,,,0.78,2.18,8.92
RELINFRA,NSE,141569,INE036A01016,CNC,0.0,87,0.0,0.0,87.0,87.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 87}},87.0,0.0,0.0,,False,232.46,197.69,205.41,-3024,-7.719999999999999,-3.75833698456745,holdings,NSE:RELINFRA,,,17199.03,,,,,,,,,,,,,,,,,,197.69,205.55,208.4,194.9,205.41,87,-3.82,-3.76,232.45977,20224,-3024,-14.95,17870.67,-671.64,,,,0.21,1.23,4.31
RICOAUTO,NSE,744705,INE209B01025,CNC,0.0,35,0.0,0.0,35.0,35.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 35}},35.0,0.0,0.0,,False,142.4,133.98,136.57,-294,-2.5900000000000034,-1.896463352127117,holdings,NSE:RICOAUTO,,,4689.3,,,,,,,,,,,,,,,,,,133.98,136.57,139.23,130.58,136.57,35,-1.9,-1.9,142.4,4984,-294,-5.9,4779.95,-90.65,,,,0.39,1.48,5.13
ROHLTD,NSE,3374593,INE283H01019,CNC,0.0,25,0.0,0.0,25.0,25.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 25}},25.0,0.0,0.0,,False,404.41,351.3,356.5,-1327,-5.199999999999989,-1.4586255259467007,holdings,NSE:ROHLTD,,,8782.5,,,,,,,,,,,,,,,,,,351.3,357.45,363.95,349.05,356.5,25,-1.72,-1.46,404.41,10110,-1327,-13.13,8912.5,-130.0,,,,0.15,1.16,4.11
SAKSOFT,NSE,3019265,INE667G01023,CNC,0.0,16,0.0,0.0,16.0,16.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 16}},16.0,0.0,0.0,,False,297.0,277.87,280.2,-306,-2.329999999999984,-0.831548893647389,holdings,NSE:SAKSOFT,,,4445.92,,,,,,,,,,,,,,,,,,277.87,282.51,286.74,275.0,280.2,16,-1.64,-0.83,297.0,4752,-306,-6.44,4483.2,-37.28,,,,0.24,1.27,4.43
SARVOTTAM,BSE,138015748,INE822Q01015,CNC,0.0,448,0.0,0.0,448.0,448.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 448}},448.0,0.0,0.0,,False,38.12,29.84,29.97,-3707,-0.129999999999999,-0.4337671004337638,holdings,BSE:SARVOTTAM,,,13368.32,,,,,,,,,,,,,,,,,,29.84,29.85,29.85,29.0,29.97,448,-0.03,-0.43,38.116205,17076,-3707,-21.71,13426.56,-58.24,,,,0.98,2.66,13.56
SATIN,BSE,138087428,INE836B01017,CNC,0.0,40,0.0,0.0,40.0,40.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 40}},40.0,0.0,0.0,,False,270.68,218.8,222.65,-2075,-3.8499999999999943,-1.7291713451605633,holdings,BSE:SATIN,,,8752.0,,,,,,,,,,,,,,,,,,218.8,222.65,227.15,215.0,222.65,40,-1.73,-1.73,270.68125,10827,-2075,-19.17,8906.0,-154.0,,,,0.31,1.36,4.72
SCHAND,NSE,5298689,INE807K01035,CNC,0.0,40,0.0,0.0,40.0,40.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 40}},40.0,0.0,0.0,,False,246.2,232.08,240.3,-564,-8.219999999999999,-3.4207240948813977,holdings,NSE:SCHAND,,,9283.2,,,,,,,,,,,,,,,,,,232.08,240.3,242.44,231.21,240.3,40,-3.42,-3.42,246.2,9848,-564,-5.73,9612.0,-328.8,,,,0.08,1.08,3.9
SHALBY,NSE,182785,INE597J01018,CNC,0.0,35,0.0,0.0,35.0,35.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 35}},35.0,0.0,0.0,,False,284.5,269.05,270.55,-540,-1.5,-0.5544261689151728,holdings,NSE:SHALBY,,,9416.75,,,,,,,,,,,,,,,,,,269.05,270.8,272.95,265.05,270.55,35,-0.65,-0.55,284.5,9958,-541,-5.43,9469.25,-52.5,,,,0.51,1.67,5.91
SHREDIGCEM,NSE,793345,INE232A01011,CNC,0.0,85,0.0,0.0,85.0,85.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 85}},85.0,0.0,0.0,,False,117.5,111.75,110.86,-488,0.8900000000000006,0.802814360454628,holdings,NSE:SHREDIGCEM,,,9498.75,,,,,,,,,,,,,,,,,,111.75,112.25,117.0,111.08,110.86,85,-0.45,0.8,117.5,9988,-489,-4.9,9423.1,75.65,,,,0.11,1.12,4.0
SHRIPISTON,NSE,4399617,INE526E01018,CNC,0.0,4,0.0,0.0,4.0,4.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 4}},4.0,0.0,0.0,,False,2196.0,1930.85,1933.75,-1060,-2.900000000000091,-0.1499676793794488,holdings,NSE:SHRIPISTON,,,7723.4,,,,,,,,,,,,,,,,,,1930.85,1940.0,1964.9,1913.25,1933.75,4,-0.47,-0.15,2196.0,8784,-1060,-12.07,7735.0,-11.6,,,,0.34,1.4,4.85
SOUTHBANK,BSE,136247812,INE683A01023,CNC,0.0,160,0.0,0.0,160.0,160.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 160}},160.0,0.0,0.0,,False,31.1,27.0,27.26,-656,-0.26000000000000156,-0.9537784299339748,holdings,BSE:SOUTHBANK,,,4320.0,,,,,,,,,,,,,,,,,,27.0,27.22,27.34,26.88,27.26,160,-0.81,-0.95,31.1,4976,-656,-13.18,4361.6,-41.6,,,,0.27,1.31,4.55
SOVERDIA,BSE,134099460,INE959D01013,CNC,0.0,299,0.0,0.0,299.0,299.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 299}},299.0,0.0,0.0,,False,35.62,27.77,27.75,-2347,0.019999999999999574,0.07207207207207053,holdings,BSE:SOVERDIA,,,8303.23,,,,,,,,,,,,,,,,,,27.77,27.75,28.88,27.06,27.75,299,0.07,0.07,35.621003,10651,-2347,-22.04,8297.25,5.98,,,,0.39,1.48,5.13
SPANDANA,BSE,138946308,INE572J01011,CNC,0.0,11,0.0,0.0,11.0,11.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 11}},11.0,0.0,0.0,,False,900.0,704.0,718.5,-2156,-14.5,-2.0180932498260264,holdings,BSE:SPANDANA,,,7744.0,,,,,,,,,,,,,,,,,,704.0,721.15,726.05,696.85,718.5,11,-2.38,-2.02,900.0,9900,-2156,-21.78,7903.5,-159.5,,,,0.25,1.28,4.46
STANPACK,BSE,135918340,INE457D01018,CNC,0.0,263,0.0,0.0,263.0,263.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 263}},263.0,0.0,0.0,,False,12.05,11.46,10.92,-155,0.5400000000000009,4.945054945054954,holdings,BSE:STANPACK,,,3013.98,,,,,,,,,,,,,,,,,,11.46,11.46,11.46,10.63,10.92,263,0.0,4.95,12.05,3169,-155,-4.89,2871.96,142.02,,,,0.99,2.69,13.92
STARCEMENT,BSE,138387204,INE460H01021,CNC,0.0,42,0.0,0.0,42.0,42.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 42}},42.0,0.0,0.0,,False,236.8,211.15,210.45,-1077,0.700000000000017,0.33262057495843056,holdings,BSE:STARCEMENT,,,8868.3,,,,,,,,,,,,,,,,,,211.15,212.2,216.55,210.25,210.45,42,-0.49,0.33,236.8,9946,-1077,-10.83,8838.9,29.4,,,,0.14,1.15,4.09
STARHEALTH,NSE,1813249,INE575P01011,CNC,0.0,9,0.0,0.0,9.0,9.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 9}},9.0,0.0,0.0,,False,572.55,528.65,525.45,-395,3.199999999999932,0.6090018079741044,holdings,NSE:STARHEALTH,,,4757.85,,,,,,,,,,,,,,,,,,528.65,526.3,532.0,520.95,525.45,9,0.45,0.61,572.55,5153,-395,-7.67,4729.05,28.8,,,,0.7,2.01,7.74
SUGALDAM,BSE,130983428,INE309D01011,CNC,0.0,164,0.0,0.0,164.0,164.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 164}},164.0,0.0,0.0,,False,31.3,29.5,28.84,-295,0.6600000000000001,2.288488210818308,holdings,BSE:SUGALDAM,,,4838.0,,,,,,,,,,,,,,,,,,29.5,27.4,29.56,27.4,28.84,164,7.66,2.29,31.3,5133,-295,-5.75,4729.76,108.24,,,,0.97,2.64,13.31
SURYODAY,BSE,139079428,INE428Q01011,CNC,0.0,24,0.0,0.0,24.0,24.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 24}},24.0,0.0,0.0,,False,211.4,190.65,191.65,-498,-1.0,-0.5217845030002608,holdings,BSE:SURYODAY,,,4575.6,,,,,,,,,,,,,,,,,,190.65,197.0,203.0,188.55,191.65,24,-3.22,-0.52,211.4,5074,-498,-9.81,4599.6,-24.0,,,,0.15,1.16,4.11
TALBROSENG,BSE,137980676,INE717E01013,CNC,0.0,7,0.0,0.0,7.0,7.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 7}},7.0,0.0,0.0,,False,720.62,636.2,651.2,-590,-15.0,-2.3034398034398036,holdings,BSE:TALBROSENG,,,4453.4,,,,,,,,,,,,,,,,,,636.2,651.2,662.0,636.2,651.2,7,-2.3,-2.3,720.621428,5044,-590,-11.7,4558.4,-105.0,,,,0.0,1.0,3.71
TANLA,BSE,136394244,INE483C01032,CNC,0.0,10,0.0,0.0,10.0,10.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 10}},10.0,0.0,0.0,,False,982.5,944.0,947.3,-385,-3.2999999999999545,-0.34835849255779106,holdings,BSE:TANLA,,,9440.0,,,,,,,,,,,,,,,,,,944.0,938.75,960.5,938.75,947.3,10,0.56,-0.35,982.5,9825,-385,-3.92,9473.0,-33.0,,,,0.24,1.27,4.43
TATACHEM,BSE,128197124,INE092A01019,CNC,0.0,8,0.0,0.0,8.0,8.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 8}},8.0,0.0,0.0,,False,1172.0,1091.1,1093.05,-647,-1.9500000000000455,-0.17839989021545635,holdings,BSE:TATACHEM,,,8728.8,,,,,,,,,,,,,,,,,,1091.1,1090.7,1098.7,1074.0,1093.05,8,0.04,-0.18,1172.0,9376,-647,-6.9,8744.4,-15.6,,,,0.69,1.99,7.62
TATAPOWER,NSE,877057,INE245A01021,CNC,0.0,66,0.0,0.0,66.0,66.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 66}},66.0,0.0,0.0,,False,448.62,439.45,432.2,-604,7.25,1.6774641369736234,holdings,NSE:TATAPOWER,,,29003.7,,,,,,,,,,,,,,,,,,439.45,432.2,443.0,426.5,432.2,66,1.68,1.68,448.616666,29609,-605,-2.04,28525.2,478.5,,,,0.78,2.18,8.92
TCI,NSE,2708481,INE688A01022,CNC,0.0,9,0.0,0.0,9.0,9.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 9}},9.0,0.0,0.0,,False,1023.75,909.55,922.55,-1027,-13.0,-1.409137716112948,holdings,NSE:TCI,,,8185.95,,,,,,,,,,,,,,,,,,909.55,925.0,931.7,902.55,922.55,9,-1.67,-1.41,1023.75,9214,-1028,-11.16,8302.95,-117.0,,,,0.24,1.27,4.43
TCS,BSE,136330244,INE467B01029,CNC,0.0,5,0.0,0.0,5.0,5.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 5}},5.0,0.0,0.0,,False,3890.4,3933.5,3856.05,215,77.44999999999982,2.0085320470429537,holdings,BSE:TCS,,,19667.5,,,,,,,,,,,,,,,,,,3933.5,3825.0,3940.0,3819.1,3856.05,5,2.84,2.01,3890.4,19452,215,1.11,19280.25,387.25,,,,0.95,2.59,12.73
UTKARSHBNK,BSE,139249156,INE735W01017,CNC,0.0,83,0.0,0.0,83.0,83.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 83}},83.0,0.0,0.0,,False,60.35,51.0,52.05,-776,-1.0499999999999972,-2.0172910662824157,holdings,BSE:UTKARSHBNK,,,4233.0,,,,,,,,,,,,,,,,,,51.0,52.0,52.05,50.5,52.05,83,-1.92,-2.02,60.35,5009,-776,-15.49,4320.15,-87.15,,,,0.32,1.38,4.77
VIPIND,NSE,947969,INE054A01027,CNC,0.0,9,0.0,0.0,9.0,9.0,2024-06-27 17:00:00,{'pre': {'2024-06-27 17:00:00': 9}},9.0,0.0,0.0,,False,559.5,483.7,482.65,-682,1.0500000000000114,0.2175489485134179,holdings,NSE:VIPIND,,,4353.3,,,,,,,,,,,,,,,,,,483.7,484.0,491.0,483.0,482.65,9,-0.06,0.22,559.5,5036,-682,-13.54,4343.85,9.45,,,,0.09,1.09,3.92
INDUSTOWER,BSE,136912900,,CNC,,-14,,,,,,,,,,,,360.35,365.65,0.0,-74,,,positions,BSE:INDUSTOWER,0.0,1.0,-5119.1,-74.19999999999891,-74.19999999999891,0.0,0.0,0.0,0.0,0.0,14.0,360.35,5044.900000000001,5044.900000000001,0.0,0.0,0.0,14.0,360.35,5044.900000000001,365.65,362.7,369.15,351.5,356.15,-14,0.81,2.67,360.35,-5045,-74,1.47,-4986.1,-133.0,,,,0.6,1.82,6.64
MERCANTILE,BSE,137969156,,CNC,,-797,,,,,,,,,,,,32.05,32.05,0.0,0,,,positions,BSE:MERCANTILE,0.0,1.0,-25543.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,32.05,25543.85,25543.85,0.0,0.0,0.0,797.0,32.05,25543.85,32.05,32.05,32.05,32.05,30.53,-797,0.0,4.98,32.05,-25544,0,-0.0,-24332.41,-1211.44,,,,0.5,1.65,5.83
BANKNIFTY24JUL52700PE,NFO,12966914,,NRML,,15,,,,,,,,,,,,962.5,908.0,0.0,-817,,,positions,NFO:BANKNIFTY24JUL52700PE,0.0,1.0,13620.0,-817.5,-817.5,0.0,15.0,962.5,14437.5,14437.5,0.0,0.0,0.0,0.0,15.0,962.5,14437.5,0.0,0.0,0.0,908.0,996.9,1000.0,790.85,925.4,15,-8.92,-1.88,962.5,14438,-818,-5.67,13881.0,-261.0,,,,1.45,4.26,18.48
BANKNIFTY24JUL52800CE,NFO,12967170,,NRML,,15,,,,,,,,,,,,1049.12,1027.55,0.0,1269,,,positions,NFO:BANKNIFTY24JUL52800CE,0.0,1.0,15413.25,1269.7500000000146,1269.7500000000146,0.0,75.0,1049.12,78683.99999999999,78683.99999999999,60.0,1075.675,64540.5,64540.5,75.0,1049.12,78683.99999999999,60.0,1075.675,64540.5,1027.55,1014.0,1246.0,867.55,1013.2,15,1.34,1.42,1049.12,15737,-323,-2.05,15198.0,215.25,,,,0.11,1.12,4.0
BANKNIFTY24JUL52800PE,NFO,12967426,,NRML,,15,,,,,,,,,,,,996.35,955.0,0.0,-620,,,positions,NFO:BANKNIFTY24JUL52800PE,0.0,1.0,14325.0,-620.25,-620.25,0.0,15.0,996.35,14945.25,14945.25,0.0,0.0,0.0,0.0,15.0,996.35,14945.25,0.0,0.0,0.0,955.0,1030.95,1109.7,835.0,976.85,15,-7.37,-2.24,996.35,14945,-620,-4.15,14652.75,-327.75,,,,0.36,1.43,4.95
BANKNIFTY24JUL52900CE,NFO,12967682,,NRML,,15,,,,,,,,,,,,1034.4,968.1,0.0,1053,,,positions,NFO:BANKNIFTY24JUL52900CE,0.0,1.0,14521.5,1053.7499999999927,1053.7499999999927,0.0,45.0,1034.4,46548.00000000001,46548.00000000001,30.0,1102.675,33080.25,33080.25,45.0,1034.4,46548.00000000001,30.0,1102.675,33080.25,968.1,963.2,1188.95,841.0,976.95,15,0.51,-0.91,1034.4,15516,-994,-6.41,14654.25,-132.75,,,,0.43,1.54,5.36
BANKNIFTY24JUL52900PE,NFO,12967938,,NRML,,15,,,,,,,,,,,,1018.7,1005.0,0.0,-205,,,positions,NFO:BANKNIFTY24JUL52900PE,0.0,1.0,15075.0,-205.5,-205.5,0.0,15.0,1018.7,15280.5,15280.5,0.0,0.0,0.0,0.0,15.0,1018.7,15280.5,0.0,0.0,0.0,1005.0,1092.45,1140.2,874.6,1015.7,15,-8.0,-1.05,1018.7,15280,-205,-1.34,15235.5,-160.5,,,,0.11,1.12,4.0
BANKNIFTY24JUL53000CE,NFO,12970242,,NRML,,15,,,,,,,,,,,,1017.6,915.0,0.0,-1539,,,positions,NFO:BANKNIFTY24JUL53000CE,0.0,1.0,13725.0,-1539.0,-1539.0,0.0,15.0,1017.6,15264.0,15264.0,0.0,0.0,0.0,0.0,15.0,1017.6,15264.0,0.0,0.0,0.0,915.0,923.8,1137.5,830.0,931.3,15,-0.95,-1.75,1017.6,15264,-1539,-10.08,13969.5,-244.5,,,,0.86,2.36,10.4
